Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Department,Job_Level,Home_Office_Quality,Internet_Speed_Category,Manager_Support_Level,Team_Collaboration_Frequency,Work_Hours_Per_Week,Meetings_Per_Week,Commute_Time_Minutes,Stress_Level,Work_Life_Balance,Job_Satisfaction,Productivity_Score
EMP0437,49,14,3,Engineering,Lead,Good,Slow (<25 Mbps),Low,Weekly,40,8,38,8,7,50.8,61.7
EMP0438,22,0,4,Data Science,Junior,Excellent,Moderate (25-50 Mbps),Very High,Few times per week,48,8,14,5,7,100,98
EMP0439,22,1,2,Engineering,Junior,Good,Very Fast (100+ Mbps),Moderate,Weekly,41,6,44,7,5,87.2,65.5
EMP0440,34,5,2,Engineering,Senior,Good,Moderate (25-50 Mbps),Moderate,Daily,44,7,11,8,6,100,90.6
EMP0441,38,7,0,Engineering,Mid-Level,Poor,Fast (50-100 Mbps),Low,Daily,36,3,16,6,9,99.3,90.7
EMP0442,34,7,3,Operations,Senior,Poor,Fast (50-100 Mbps),Low,Few times per week,48,7,43,3,3,90.2,73
EMP0443,22,1,3,Product,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Few times per week,49,7,53,2,5,100,68.3
EMP0444,34,5,1,Engineering,Mid-Level,Poor,Fast (50-100 Mbps),Very High,Daily,53,11,19,7,5,100,90
EMP0445,23,0,4,Operations,Junior,Poor,Very Fast (100+ Mbps),High,Few times per week,38,12,42,2,3,98.6,51.1
EMP0446,41,10,3,Engineering,Senior,Average,Fast (50-100 Mbps),Moderate,Daily,45,9,35,10,7,100,87.6
EMP0447,38,14,2,Operations,Lead,Excellent,Moderate (25-50 Mbps),Low,Few times per week,33,12,25,3,9,81.7,98
EMP0448,26,0,1,Engineering,Junior,Good,Very Fast (100+ Mbps),High,Few times per week,30,9,33,7,2,100,65.7
EMP0449,30,4,3,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,45,7,32,8,5,98.1,57.3
EMP0450,25,1,4,Finance,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Few times per week,41,11,34,5,9,87.2,72.8
EMP0451,34,2,2,Operations,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Daily,34,9,61,6,6,100,77.3
EMP0452,43,11,2,Engineering,Manager,Excellent,Very Fast (100+ Mbps),Moderate,Weekly,43,12,16,9,9,100,91.7
EMP0453,26,0,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),High,Daily,47,10,38,9,9,100,98
EMP0454,39,6,1,Finance,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Weekly,42,2,49,9,10,97.1,90.3
EMP0455,30,2,4,Customer Success,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,49,12,47,5,6,90.9,64.2
EMP0456,27,2,4,Product,Junior,Good,Moderate (25-50 Mbps),Very Low,Few times per week,38,11,20,2,6,100,58.2
EMP0457,34,4,1,Customer Success,Senior,Average,Fast (50-100 Mbps),Low,Few times per week,48,10,57,3,8,82.9,71.2
EMP0458,25,1,0,Data Science,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Daily,39,12,64,3,7,100,76.2
EMP0459,30,4,4,Sales,Senior,Good,Very Fast (100+ Mbps),Very High,Daily,49,9,29,7,7,100,98
EMP0460,24,0,2,Sales,Junior,Average,Fast (50-100 Mbps),Moderate,Daily,34,10,39,8,7,88.9,35
EMP0461,52,12,1,Engineering,Senior,Average,Fast (50-100 Mbps),Moderate,Daily,43,11,34,2,6,96.5,98
EMP0462,35,10,4,Marketing,Lead,Good,Very Fast (100+ Mbps),Moderate,Few times per week,43,3,37,8,5,92.2,63.3
EMP0463,28,2,2,Finance,Junior,Excellent,Moderate (25-50 Mbps),High,Few times per week,44,9,57,7,7,100,73.7
EMP0464,36,4,3,Customer Success,Junior,Excellent,Fast (50-100 Mbps),Moderate,Daily,39,9,34,6,5,87,57.7
EMP0465,33,6,2,Engineering,Lead,Average,Moderate (25-50 Mbps),High,Few times per week,44,6,48,10,6,100,89.7
EMP0466,33,3,4,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),High,Monthly,40,9,14,4,7,100,74.8
EMP0467,40,14,2,Finance,Senior,Excellent,Very Fast (100+ Mbps),Very High,Bi-weekly,38,11,22,4,7,100,96.5
EMP0468,41,13,5,Operations,Lead,Excellent,Very Fast (100+ Mbps),Low,Daily,50,8,0,5,7,67.9,86.2
EMP0469,30,1,4,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Daily,42,10,6,6,7,50.8,62
EMP0470,29,1,1,Customer Success,Junior,Good,Very Fast (100+ Mbps),Very Low,Few times per week,32,10,75,5,6,90.4,35
EMP0471,32,5,3,Engineering,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,37,9,19,8,7,100,83.6
EMP0472,22,1,3,Product,Mid-Level,Good,Fast (50-100 Mbps),Very High,Daily,50,7,35,8,3,100,81.4
EMP0473,22,1,3,Design,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,36,7,10,9,6,94.8,86.2
EMP0474,47,6,4,Sales,Senior,Good,Very Fast (100+ Mbps),Very High,Daily,45,11,17,8,7,100,98
EMP0475,49,7,3,Sales,Mid-Level,Good,Moderate (25-50 Mbps),Moderate,Few times per week,37,13,7,6,6,100,98
EMP0476,32,3,0,HR,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,33,13,18,6,1,100,92.3
EMP0477,40,10,4,Marketing,Senior,Average,Fast (50-100 Mbps),Moderate,Daily,44,8,26,4,7,100,82.2
EMP0478,37,6,0,Engineering,Lead,Good,Fast (50-100 Mbps),Moderate,Few times per week,40,14,41,4,6,90.9,50.9
EMP0479,62,11,4,Product,Senior,Average,Slow (<25 Mbps),High,Few times per week,51,7,25,10,4,100,92
EMP0480,45,4,4,Marketing,Mid-Level,Excellent,Moderate (25-50 Mbps),Very High,Few times per week,48,9,13,4,10,100,98
EMP0481,33,7,2,Engineering,Lead,Good,Very Fast (100+ Mbps),High,Monthly,49,12,31,6,9,100,84.1
EMP0482,26,0,2,Operations,Junior,Excellent,Moderate (25-50 Mbps),Very Low,Monthly,48,6,52,5,4,73.9,42.4
EMP0483,22,1,4,Engineering,Junior,Average,Very Fast (100+ Mbps),High,Few times per week,46,5,42,7,7,100,98
EMP0484,36,2,4,Engineering,Junior,Good,Fast (50-100 Mbps),Moderate,Weekly,33,15,35,5,6,84.5,84.2
EMP0485,28,4,2,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Daily,40,3,41,7,5,100,92.4
EMP0486,22,0,2,Sales,Junior,Average,Fast (50-100 Mbps),High,Few times per week,46,9,28,9,7,100,95.9
EMP0487,29,1,3,Operations,Junior,Poor,Fast (50-100 Mbps),Moderate,Weekly,40,5,14,4,6,100,79.6
EMP0488,25,0,0,Data Science,Junior,Excellent,Fast (50-100 Mbps),Moderate,Few times per week,41,7,33,5,9,96.9,79.1
EMP0489,50,15,1,Customer Success,Manager,Excellent,Fast (50-100 Mbps),Moderate,Daily,46,6,38,5,7,100,95.3
EMP0490,42,13,1,Engineering,Lead,Excellent,Very Fast (100+ Mbps),Moderate,Daily,48,4,55,5,6,100,98
EMP0491,34,1,1,Engineering,Junior,Average,Very Fast (100+ Mbps),Moderate,Few times per week,36,8,22,5,6,100,74.7
EMP0492,48,17,3,Operations,Manager,Excellent,Fast (50-100 Mbps),High,Few times per week,46,9,9,6,2,100,98
EMP0493,35,6,5,Operations,Senior,Good,Very Fast (100+ Mbps),Very High,Monthly,45,12,0,6,4,100,96.3
EMP0494,27,1,4,Product,Junior,Good,Very Fast (100+ Mbps),High,Daily,36,9,0,6,2,100,97.6
EMP0495,48,9,0,Operations,Senior,Good,Fast (50-100 Mbps),Very High,Bi-weekly,39,11,56,8,3,100,73.5
EMP0496,39,2,3,Engineering,Mid-Level,Excellent,Moderate (25-50 Mbps),Low,Daily,42,8,23,3,3,84.8,64.4
EMP0497,25,0,3,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Bi-weekly,50,13,1,4,1,96.4,98
EMP0498,33,6,1,Customer Success,Mid-Level,Excellent,Fast (50-100 Mbps),High,Weekly,39,10,23,6,8,100,98
EMP0499,27,0,5,Design,Junior,Excellent,Very Fast (100+ Mbps),Low,Daily,44,10,0,5,6,100,79.7
EMP0500,22,1,3,Engineering,Junior,Good,Very Fast (100+ Mbps),Low,Daily,49,11,14,4,8,100,97.8
EMP0501,43,13,5,Marketing,Senior,Average,Very Fast (100+ Mbps),High,Daily,53,9,0,7,4,100,98
EMP0502,52,9,3,Engineering,Lead,Excellent,Fast (50-100 Mbps),Low,Monthly,43,9,17,6,8,100,98
EMP0503,22,1,4,Marketing,Mid-Level,Good,Fast (50-100 Mbps),Very High,Few times per week,29,10,34,4,3,100,93.8
EMP0504,40,5,1,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Weekly,47,5,13,4,5,88.2,85.1
EMP0505,29,3,3,Design,Junior,Average,Fast (50-100 Mbps),High,Daily,43,4,37,7,6,100,85
EMP0506,30,0,2,Operations,Junior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,36,15,21,5,5,88.4,74.5
EMP0507,29,2,4,Customer Success,Junior,Average,Very Fast (100+ Mbps),High,Daily,46,13,13,4,4,100,66.4
EMP0508,27,1,4,Data Science,Mid-Level,Good,Fast (50-100 Mbps),Very Low,Daily,53,3,7,9,7,71.4,35
EMP0509,35,0,4,Engineering,Junior,Good,Very Fast (100+ Mbps),Very High,Daily,43,2,23,3,1,100,83
EMP0510,27,3,4,Finance,Mid-Level,Average,Very Fast (100+ Mbps),High,Few times per week,32,6,29,3,8,100,82.5
EMP0511,37,5,4,Product,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Daily,50,6,18,7,2,77,87.9
EMP0512,34,1,2,Operations,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,42,8,33,5,10,100,98
EMP0513,32,2,3,Operations,Junior,Average,Moderate (25-50 Mbps),Moderate,Daily,46,8,20,7,8,100,93.4
EMP0514,26,1,4,Sales,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,42,8,38,6,6,54.9,40.3
EMP0515,29,0,4,Finance,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,44,5,21,2,4,86.5,72.4
EMP0516,41,3,4,Sales,Mid-Level,Average,Moderate (25-50 Mbps),High,Daily,45,6,25,7,9,100,50.2
EMP0517,39,8,2,Marketing,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Daily,46,7,65,8,7,100,98
EMP0518,26,2,1,Engineering,Junior,Good,Fast (50-100 Mbps),High,Weekly,42,7,88,6,6,100,71.3
EMP0519,35,1,5,Engineering,Junior,Good,Moderate (25-50 Mbps),Low,Daily,37,10,0,5,5,100,96.1
EMP0520,41,11,3,Engineering,Lead,Excellent,Fast (50-100 Mbps),High,Daily,43,3,12,1,7,100,98
EMP0521,22,0,1,Engineering,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,46,7,62,8,6,100,98
EMP0522,39,2,4,Marketing,Junior,Good,Moderate (25-50 Mbps),Moderate,Daily,37,4,10,7,6,81.4,72.9
EMP0523,29,2,5,Engineering,Junior,Excellent,Fast (50-100 Mbps),High,Few times per week,35,6,0,2,8,100,98
EMP0524,40,7,1,Engineering,Mid-Level,Good,Fast (50-100 Mbps),High,Daily,49,9,49,8,10,100,98
EMP0525,28,3,4,HR,Senior,Good,Fast (50-100 Mbps),Moderate,Daily,52,14,51,2,10,98.5,72.6
EMP0526,22,1,5,HR,Junior,Excellent,Very Fast (100+ Mbps),High,Weekly,42,9,0,7,9,100,67.2
EMP0527,22,0,5,HR,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,45,11,0,7,8,83.3,54.8
EMP0528,35,0,5,Design,Junior,Excellent,Moderate (25-50 Mbps),High,Few times per week,44,10,0,8,6,100,92.9
EMP0529,37,7,3,Engineering,Lead,Good,Very Fast (100+ Mbps),High,Weekly,28,5,34,4,3,100,98
EMP0530,26,1,2,Engineering,Junior,Good,Very Fast (100+ Mbps),Low,Daily,43,14,34,6,7,80.8,77.2
EMP0531,40,6,0,Sales,Lead,Average,Very Fast (100+ Mbps),High,Few times per week,50,8,0,6,6,100,76.6
EMP0532,22,1,0,Product,Junior,Good,Very Fast (100+ Mbps),High,Bi-weekly,34,10,23,2,7,100,84.1
EMP0533,34,1,3,HR,Junior,Good,Fast (50-100 Mbps),Low,Few times per week,34,8,15,6,5,100,95.1
EMP0534,24,0,3,Sales,Junior,Average,Slow (<25 Mbps),Very High,Daily,37,6,14,4,8,100,77.4
EMP0535,29,3,1,Engineering,Senior,Good,Very Fast (100+ Mbps),Very High,Few times per week,39,4,35,5,4,100,98
EMP0536,35,3,3,Operations,Senior,Good,Fast (50-100 Mbps),High,Daily,46,7,28,4,8,100,54.7
EMP0537,27,2,1,Engineering,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Daily,49,14,0,2,9,61.4,41.4
EMP0538,31,4,4,Marketing,Senior,Excellent,Fast (50-100 Mbps),High,Weekly,49,18,0,4,9,100,90.9
EMP0539,44,4,2,Design,Senior,Poor,Very Fast (100+ Mbps),Moderate,Daily,45,8,59,4,6,77.3,78.9
EMP0540,29,1,3,Operations,Junior,Average,Fast (50-100 Mbps),Very High,Daily,32,8,19,6,6,100,93.9
EMP0541,42,5,3,Design,Junior,Good,Slow (<25 Mbps),High,Few times per week,32,9,15,3,8,100,98
EMP0542,24,1,0,Sales,Junior,Average,Very Fast (100+ Mbps),Moderate,Monthly,46,3,41,9,7,63.5,49
EMP0543,39,6,5,Operations,Senior,Average,Fast (50-100 Mbps),High,Daily,32,7,0,4,7,100,98
EMP0544,47,1,3,Product,Junior,Poor,Slow (<25 Mbps),High,Daily,45,10,43,7,10,100,72.3
EMP0545,22,1,2,Operations,Junior,Average,Fast (50-100 Mbps),Moderate,Few times per week,43,10,0,4,6,100,87.3
EMP0546,27,2,1,Operations,Junior,Average,Fast (50-100 Mbps),Very Low,Few times per week,39,5,9,7,5,89.4,45.1
EMP0547,40,2,2,Finance,Junior,Excellent,Slow (<25 Mbps),Very High,Few times per week,26,9,24,3,7,100,80.1
EMP0548,33,4,0,Product,Mid-Level,Good,Very Fast (100+ Mbps),High,Bi-weekly,43,11,61,7,6,100,73
EMP0549,38,1,2,Engineering,Junior,Excellent,Fast (50-100 Mbps),High,Daily,45,3,68,5,5,100,95.2
EMP0550,29,4,3,Sales,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Daily,38,8,25,6,4,100,94.7
EMP0551,35,3,5,Sales,Mid-Level,Poor,Very Fast (100+ Mbps),Low,Daily,35,4,0,5,6,84.4,75.6
EMP0552,33,0,4,Product,Mid-Level,Excellent,Fast (50-100 Mbps),Low,Weekly,43,2,31,5,10,78.4,74.4
EMP0553,45,7,1,Design,Senior,Average,Very Fast (100+ Mbps),High,Daily,33,6,22,1,4,100,98
EMP0554,37,8,1,Engineering,Lead,Excellent,Very Fast (100+ Mbps),High,Weekly,45,12,33,2,6,100,98
EMP0555,38,0,3,Engineering,Junior,Excellent,Very Fast (100+ Mbps),High,Monthly,48,5,25,7,5,100,98
EMP0556,31,3,1,Design,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,30,10,11,4,9,100,98
EMP0557,30,0,0,Sales,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Monthly,38,11,41,6,6,95,68.9
EMP0558,31,0,4,Engineering,Junior,Poor,Moderate (25-50 Mbps),High,Daily,41,5,36,7,5,100,92.1
EMP0559,38,3,0,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Few times per week,41,9,47,7,6,90.4,98
EMP0560,31,0,4,Engineering,Junior,Excellent,Fast (50-100 Mbps),Low,Weekly,36,1,10,6,4,89.4,69.7
EMP0561,37,5,1,Finance,Senior,Excellent,Fast (50-100 Mbps),High,Weekly,33,10,22,6,6,100,92.3
EMP0562,53,4,5,Sales,Senior,Good,Very Fast (100+ Mbps),Moderate,Weekly,39,9,0,6,8,91.6,66
EMP0563,42,17,4,Marketing,Director,Excellent,Moderate (25-50 Mbps),Very High,Few times per week,45,7,18,9,7,100,80.7
EMP0564,32,0,4,Product,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Bi-weekly,45,5,29,7,1,100,68.5
EMP0565,45,10,1,Engineering,Senior,Good,Very Fast (100+ Mbps),Very High,Weekly,45,7,39,5,6,100,76.6
EMP0566,31,4,5,Engineering,Mid-Level,Excellent,Slow (<25 Mbps),Very High,Daily,49,7,0,5,8,100,98
EMP0567,22,0,4,Customer Success,Junior,Excellent,Fast (50-100 Mbps),High,Bi-weekly,35,9,42,3,7,100,74.1
EMP0568,25,1,4,HR,Junior,Average,Very Fast (100+ Mbps),Moderate,Monthly,39,11,27,10,6,94.3,64.2
EMP0569,22,0,3,Engineering,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,40,8,44,8,6,100,67
EMP0570,31,1,4,Sales,Mid-Level,Good,Fast (50-100 Mbps),Very High,Weekly,25,11,44,2,7,81.8,51.5
EMP0571,35,1,0,Sales,Junior,Average,Fast (50-100 Mbps),Low,Weekly,43,7,23,8,3,100,86.9
EMP0572,50,6,3,Operations,Lead,Average,Fast (50-100 Mbps),Moderate,Weekly,41,11,26,3,8,98.3,71.9
EMP0573,37,5,4,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,35,7,22,4,8,100,85.4
EMP0574,33,1,2,Marketing,Junior,Average,Slow (<25 Mbps),High,Few times per week,47,9,45,7,7,100,96.4
EMP0575,42,16,1,Engineering,Manager,Excellent,Moderate (25-50 Mbps),Very High,Monthly,46,10,45,7,10,100,96.8
EMP0576,22,1,3,Customer Success,Mid-Level,Excellent,Fast (50-100 Mbps),Moderate,Daily,44,10,32,6,7,100,75.9
EMP0577,37,8,4,Sales,Lead,Good,Very Fast (100+ Mbps),Low,Weekly,31,6,24,9,2,100,65.1
EMP0578,41,6,1,Marketing,Senior,Average,Fast (50-100 Mbps),High,Few times per week,36,10,37,6,6,100,95.6
EMP0579,22,0,2,Engineering,Junior,Excellent,Fast (50-100 Mbps),Moderate,Daily,43,10,71,4,6,99.6,67.8
EMP0580,45,5,1,Engineering,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Daily,38,2,26,1,4,100,91.2
EMP0581,38,1,4,Finance,Junior,Average,Moderate (25-50 Mbps),Moderate,Weekly,40,10,17,8,7,87,94.6
EMP0582,31,2,0,HR,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Daily,35,7,20,5,6,100,86.2
EMP0583,40,6,4,Finance,Mid-Level,Good,Very Fast (100+ Mbps),Moderate,Few times per week,43,6,34,7,4,100,90
EMP0584,55,23,2,HR,Manager,Good,Moderate (25-50 Mbps),Moderate,Few times per week,51,5,43,7,6,100,98
EMP0585,36,3,4,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),High,Few times per week,43,12,26,2,8,100,98
EMP0586,37,1,5,Finance,Mid-Level,Good,Very Fast (100+ Mbps),Very High,Daily,47,3,0,8,6,100,98
EMP0587,30,5,1,Engineering,Mid-Level,Excellent,Very Fast (100+ Mbps),Low,Weekly,47,8,24,5,5,95.3,79.8
EMP0588,27,2,2,Engineering,Junior,Average,Moderate (25-50 Mbps),Moderate,Weekly,39,5,40,8,7,100,54.8
EMP0589,42,13,4,HR,Lead,Average,Moderate (25-50 Mbps),Moderate,Daily,40,5,33,6,8,99.7,98
EMP0590,27,1,2,Product,Junior,Good,Very Fast (100+ Mbps),Moderate,Few times per week,50,4,14,6,6,95.3,71.2
EMP0591,35,2,2,Finance,Junior,Average,Very Fast (100+ Mbps),Low,Few times per week,46,7,47,3,3,95,79.1
EMP0592,30,6,4,Customer Success,Lead,Good,Slow (<25 Mbps),Very High,Daily,47,5,6,5,9,100,84.5
EMP0593,39,5,5,Data Science,Senior,Excellent,Fast (50-100 Mbps),Low,Bi-weekly,42,5,0,9,7,100,96.2
EMP0594,38,14,3,Engineering,Lead,Excellent,Fast (50-100 Mbps),High,Few times per week,39,9,53,9,10,100,98
EMP0595,44,1,2,Data Science,Junior,Good,Fast (50-100 Mbps),Very High,Daily,40,9,32,10,7,100,84.2
EMP0596,30,4,3,Operations,Senior,Average,Fast (50-100 Mbps),Moderate,Daily,50,4,44,6,4,67.1,86.5
EMP0597,32,1,1,Customer Success,Junior,Poor,Slow (<25 Mbps),Very Low,Few times per week,41,10,33,8,6,95.6,59.1
EMP0598,26,2,4,Finance,Junior,Good,Very Fast (100+ Mbps),Very High,Daily,49,8,44,6,2,91.1,70.4
EMP0599,31,5,4,Operations,Mid-Level,Good,Very Fast (100+ Mbps),High,Daily,50,7,48,9,6,100,56.3
EMP0600,38,1,5,Finance,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,47,8,0,10,8,100,98
EMP0601,41,7,0,Sales,Senior,Good,Very Fast (100+ Mbps),High,Few times per week,46,11,44,8,7,100,98
EMP0602,26,0,3,Design,Mid-Level,Good,Fast (50-100 Mbps),Very Low,Daily,52,8,11,6,6,82.5,77.3
EMP0603,42,5,2,Engineering,Senior,Average,Moderate (25-50 Mbps),Moderate,Bi-weekly,36,11,18,10,8,100,97.2
EMP0604,47,6,2,Sales,Mid-Level,Average,Fast (50-100 Mbps),Moderate,Few times per week,39,5,41,10,4,100,98
EMP0605,38,13,4,Engineering,Manager,Good,Slow (<25 Mbps),High,Weekly,34,11,26,6,7,100,97.3
EMP0606,51,23,1,Engineering,Manager,Good,Moderate (25-50 Mbps),High,Weekly,33,12,53,5,7,100,93
EMP0607,28,4,4,Engineering,Mid-Level,Poor,Fast (50-100 Mbps),Moderate,Few times per week,41,8,23,4,9,83.5,80.1
EMP0608,23,0,4,Engineering,Junior,Average,Fast (50-100 Mbps),High,Weekly,43,6,31,7,4,100,90.7
EMP0609,22,1,5,Marketing,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,45,15,0,2,7,100,89.2
EMP0610,48,2,4,Marketing,Mid-Level,Good,Very Fast (100+ Mbps),High,Few times per week,37,8,25,7,2,100,65.9
EMP0611,40,10,4,Engineering,Lead,Average,Fast (50-100 Mbps),High,Few times per week,39,9,31,2,7,100,98
EMP0612,34,0,3,Engineering,Mid-Level,Good,Fast (50-100 Mbps),Low,Weekly,47,13,30,4,7,100,80.9
EMP0613,37,2,1,Design,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,33,9,51,6,8,66.6,65.4
EMP0614,24,0,3,Engineering,Junior,Good,Fast (50-100 Mbps),Very High,Few times per week,42,6,30,3,5,100,98
EMP0615,57,5,3,Sales,Mid-Level,Average,Very Fast (100+ Mbps),Low,Daily,49,10,46,2,7,100,96.2
EMP0616,36,6,4,Engineering,Lead,Good,Fast (50-100 Mbps),Moderate,Few times per week,40,7,54,6,3,89,98
EMP0617,35,1,4,Engineering,Junior,Good,Very Fast (100+ Mbps),Moderate,Daily,39,10,41,8,5,100,98
EMP0618,41,9,3,Finance,Mid-Level,Average,Very Fast (100+ Mbps),High,Monthly,49,4,24,5,8,100,89.4
EMP0619,39,9,2,Sales,Senior,Average,Fast (50-100 Mbps),High,Few times per week,33,8,52,4,9,100,98
EMP0620,37,4,1,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,37,7,50,5,1,89.3,76.2
EMP0621,27,3,4,Engineering,Senior,Excellent,Moderate (25-50 Mbps),High,Daily,37,8,15,7,4,100,98
EMP0622,39,9,4,Finance,Lead,Good,Very Fast (100+ Mbps),Very High,Daily,46,8,54,2,5,100,98
EMP0623,51,5,4,HR,Senior,Good,Fast (50-100 Mbps),High,Daily,32,12,43,2,6,100,98
EMP0624,47,10,2,Engineering,Lead,Excellent,Fast (50-100 Mbps),Very High,Bi-weekly,49,10,32,6,4,100,98
EMP0625,49,6,2,Engineering,Senior,Average,Very Fast (100+ Mbps),Moderate,Bi-weekly,41,7,36,7,10,99.6,89.9
EMP0626,30,4,4,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Monthly,48,7,7,6,6,100,66
EMP0627,26,2,4,Finance,Junior,Good,Fast (50-100 Mbps),High,Weekly,49,12,25,6,4,100,86.2
EMP0628,33,4,3,Engineering,Senior,Excellent,Very Fast (100+ Mbps),Low,Few times per week,37,13,32,4,8,100,98
EMP0629,35,1,4,Marketing,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,42,5,22,6,7,93.1,88.3
EMP0630,44,4,2,Engineering,Mid-Level,Good,Fast (50-100 Mbps),High,Bi-weekly,40,8,12,5,9,100,77.7
EMP0631,22,0,4,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Bi-weekly,41,4,34,3,9,100,81.9
EMP0632,48,4,4,Engineering,Mid-Level,Good,Fast (50-100 Mbps),High,Bi-weekly,38,8,21,3,8,100,98
EMP0633,33,3,4,Sales,Mid-Level,Good,Moderate (25-50 Mbps),Very High,Weekly,48,4,13,6,7,100,62.5
EMP0634,31,4,3,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Moderate,Daily,40,5,30,9,5,100,95
EMP0635,25,0,3,Sales,Mid-Level,Excellent,Very Fast (100+ Mbps),Moderate,Few times per week,39,3,8,3,6,100,79.8
EMP0636,22,0,4,Operations,Junior,Good,Very Fast (100+ Mbps),Low,Few times per week,48,6,26,6,6,75.1,65.5
EMP0637,42,2,4,Sales,Junior,Average,Fast (50-100 Mbps),Moderate,Few times per week,47,15,43,4,10,63.1,56.1
EMP0638,35,7,3,Finance,Lead,Good,Very Fast (100+ Mbps),Low,Weekly,43,8,38,5,5,100,98
EMP0639,23,0,4,HR,Junior,Excellent,Very Fast (100+ Mbps),Very Low,Weekly,39,9,32,4,6,73.3,68.1
EMP0640,23,0,1,Finance,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Few times per week,50,10,36,6,7,94.8,92
EMP0641,31,5,5,Design,Mid-Level,Average,Very Fast (100+ Mbps),Low,Daily,35,11,0,2,6,91.4,98
EMP0642,50,9,4,Engineering,Senior,Average,Fast (50-100 Mbps),Moderate,Few times per week,48,7,0,7,4,100,98
EMP0643,32,4,2,Engineering,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Daily,45,11,28,6,9,100,98
EMP0644,22,1,3,Operations,Junior,Excellent,Very Fast (100+ Mbps),High,Daily,34,9,25,5,8,100,98
EMP0645,32,5,0,Operations,Senior,Average,Very Fast (100+ Mbps),Very High,Few times per week,42,5,50,4,5,100,98
EMP0646,32,2,0,Marketing,Junior,Average,Very Fast (100+ Mbps),Low,Daily,34,4,17,6,6,100,61.8
EMP0647,22,0,2,Engineering,Junior,Excellent,Very Fast (100+ Mbps),Moderate,Daily,39,11,45,9,8,82.8,66
EMP0648,34,2,4,Operations,Junior,Poor,Very Fast (100+ Mbps),Moderate,Few times per week,43,3,34,7,10,99.9,63.2
EMP0649,32,5,5,Design,Senior,Good,Very Fast (100+ Mbps),High,Weekly,35,9,0,5,4,100,95.8
EMP0650,41,6,3,Sales,Lead,Average,Fast (50-100 Mbps),High,Daily,27,12,26,7,7,100,79.9
EMP0651,51,24,3,Data Science,Manager,Average,Very Fast (100+ Mbps),Very High,Weekly,41,15,38,6,8,100,98
EMP0652,45,15,3,Sales,Lead,Good,Fast (50-100 Mbps),Low,Few times per week,43,8,6,2,2,95.6,60.2
EMP0653,32,0,1,Engineering,Junior,Good,Very Fast (100+ Mbps),Low,Daily,39,5,16,6,8,68.1,58.2
EMP0654,25,1,1,Sales,Junior,Good,Fast (50-100 Mbps),Moderate,Few times per week,41,9,37,4,8,91.6,62.9
EMP0655,58,4,4,Marketing,Mid-Level,Average,Very Fast (100+ Mbps),Very High,Monthly,40,4,14,5,9,100,98
